Year,Area,Item,Area harvested,Production,Yield
2019,Czechia,Apples,7320.0,99500.0,13592.9
2019,Czechia,Apricots,1150.0,2870.0,2495.7
2019,Czechia,Barley,319580.0,1718060.0,5376.0
2019,Czechia,"Broad beans and horse beans, dry",760.0,810.0,1065.8
2019,Czechia,Cabbages,1260.0,41330.0,32801.6
2019,Czechia,Carrots and turnips,780.0,28880.0,37025.6
2019,Czechia,Cauliflowers and broccoli,320.0,4690.0,14656.3
2019,Czechia,Cereals n.e.c.,4510.0,6530.0,1447.9
2019,Czechia,Cherries,900.0,2650.0,2944.4
2019,Czechia,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",270.0,11330.0,41963.0
2019,Czechia,Cucumbers and gherkins,310.0,15230.0,49129.0
2019,Czechia,Currants,860.0,980.0,1139.5
2019,Czechia,Grapes,16080.0,67960.0,4226.4
2019,Czechia,Green garlic,360.0,1640.0,4555.6
2019,Czechia,Hop cones,5000.0,7150.0,1430.0
2019,Czechia,Leeks and other alliaceous vegetables,10.0,150.0,15000.0
2019,Czechia,Lettuce and chicory,620.0,15420.0,24871.0
2019,Czechia,Linseed,1080.0,1350.0,1250.0
2019,Czechia,Lupins,2250.0,3050.0,1355.6
2019,Czechia,Maize (corn),74830.0,620260.0,8288.9
2019,Czechia,Mixed grain,840.0,1760.0,2095.2
2019,Czechia,Oats,42530.0,134410.0,3160.4
2019,Czechia,"Onions and shallots, dry (excluding dehydrated)",1760.0,44610.0,25346.6
2019,Czechia,Other berries and fruits of the genus vaccinium n.e.c.,10.0,10.0,1000.0
2019,Czechia,"Other oil seeds, n.e.c.",49840.0,33200.0,666.1
2019,Czechia,Other pulses n.e.c.,1980.0,2950.0,1489.9
2019,Czechia,Peaches and nectarines,340.0,550.0,1617.6
2019,Czechia,Pears,800.0,6130.0,7662.5
2019,Czechia,"Peas, dry",28780.0,67340.0,2339.8
2019,Czechia,"Peas, green",1110.0,3130.0,2819.8
2019,Czechia,Plums and sloes,1880.0,8760.0,4659.6
2019,Czechia,Potatoes,22890.0,622600.0,27199.7
2019,Czechia,Rape or colza seed,379780.0,1156970.0,3046.4
2019,Czechia,Raspberries,30.0,120.0,4000.0
2019,Czechia,Rye,31130.0,157560.0,5061.4
2019,Czechia,Sour cherries,1260.0,5340.0,4238.1
2019,Czechia,Soya beans,12240.0,27840.0,2274.5
2019,Czechia,Spinach,470.0,5830.0,12404.3
2019,Czechia,Strawberries,680.0,2530.0,3720.6
2019,Czechia,Sugar beet,59210.0,3661420.0,61837.9
2019,Czechia,Sunflower seed,11830.0,28810.0,2435.3
2019,Czechia,Tomatoes,160.0,10620.0,66375.0
2019,Czechia,Triticale,39670.0,195410.0,4925.9
2019,Czechia,"True hemp, raw or retted",400.0,180.0,450.0
2019,Czechia,"Walnuts, in shell",130.0,110.0,846.2
2019,Czechia,Wheat,839450.0,4812160.0,5732.5
2019,C�te d'Ivoire,"Almonds, in shell",2804.0,1662.26,592.8
2019,C�te d'Ivoire,Avocados,5217.0,37881.03,7261.4
2019,C�te d'Ivoire,Bananas,11229.0,499600.0,44491.9
2019,C�te d'Ivoire,"Beans, dry",44569.0,37948.73,851.5
2019,C�te d'Ivoire,"Cashew nuts, in shell",1222190.0,634631.0,519.3
2019,C�te d'Ivoire,"Cassava, fresh",1018576.0,5877230.0,5770.0
2019,C�te d'Ivoire,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",26848.0,129654.88,4829.1
2019,C�te d'Ivoire,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",4023.0,27383.88,6807.3
2019,C�te d'Ivoire,Cocoa beans,4308544.0,2235043.0,518.7
2019,C�te d'Ivoire,"Coconuts, in shell",40000.0,128450.0,3211.3
2019,C�te d'Ivoire,"Coffee, green",769224.0,95204.0,123.8
2019,C�te d'Ivoire,Cucumbers and gherkins,4312.0,20329.76,4714.9
2019,C�te d'Ivoire,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2456.0,40500.0,16488.8
2019,C�te d'Ivoire,Eggplants (aubergines),20000.0,106085.0,5304.3
2019,C�te d'Ivoire,Fonio,13695.0,18427.0,1345.5
2019,C�te d'Ivoire,"Ginger, raw",532.0,6855.36,12879.5
2019,C�te d'Ivoire,Green corn (maize),74851.0,188751.2,2521.7
2019,C�te d'Ivoire,"Groundnuts, excluding shelled",139000.0,217600.0,1565.5
2019,C�te d'Ivoire,Karite nuts (sheanuts),23662.0,33172.57,1401.9
2019,C�te d'Ivoire,Kola nuts,83881.0,59238.35,706.2
2019,C�te d'Ivoire,Maize (corn),544000.0,1102433.0,2026.5
2019,C�te d'Ivoire,"Mangoes, guavas and mangosteens",250718.0,150000.0,598.3
2019,C�te d'Ivoire,Millet,77000.0,66248.0,860.4
2019,C�te d'Ivoire,Natural rubber in primary forms,476162.0,780051.0,1638.2
2019,C�te d'Ivoire,Oil palm fruit,387832.0,2486704.0,6411.8
2019,C�te d'Ivoire,Okra,65445.0,181337.0,2770.9
2019,C�te d'Ivoire,"Onions and shallots, green",889.0,8159.73,9181.2
2019,C�te d'Ivoire,Oranges,3173.0,40990.85,12920.1
2019,C�te d'Ivoire,"Other beans, green",1744.0,4924.65,2824.0
2019,C�te d'Ivoire,"Other citrus fruit, n.e.c.",3534.0,45108.7,12763.6
2019,C�te d'Ivoire,"Other fruits, n.e.c.",4085.0,21401.2,5238.9
2019,C�te d'Ivoire,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",7962.0,7773.71,976.4
2019,C�te d'Ivoire,"Other oil seeds, n.e.c.",42849.0,30308.58,707.3
2019,C�te d'Ivoire,Other pulses n.e.c.,20311.0,15790.56,777.4
2019,C�te d'Ivoire,"Other stimulant, spice and aromatic crops, n.e.c.",1136.0,716.67,631.1
2019,C�te d'Ivoire,"Other tropical fruits, n.e.c.",41103.0,50151.77,1220.2
2019,C�te d'Ivoire,"Other vegetables, fresh n.e.c.",18566.0,153362.92,8260.5
2019,C�te d'Ivoire,Papayas,5852.0,14704.53,2512.7
2019,C�te d'Ivoire,"Pepper (Piper spp.), raw",403.0,242.99,603.2
2019,C�te d'Ivoire,Pineapples,819.0,49100.0,59973.4
2019,C�te d'Ivoire,Plantains and cooking bananas,524859.0,2029986.0,3867.7
2019,C�te d'Ivoire,Pomelos and grapefruits,4661.0,25751.98,5524.8
2019,C�te d'Ivoire,"Pumpkins, squash and gourds",1981.0,19258.96,9719.9
2019,C�te d'Ivoire,Rice,674716.0,1883956.0,2792.2
2019,C�te d'Ivoire,"Seed cotton, unginned",410000.0,468983.0,1143.9
2019,C�te d'Ivoire,Sesame seed,14719.0,3022.96,205.4
2019,C�te d'Ivoire,Sorghum,96000.0,68132.0,709.7
2019,C�te d'Ivoire,Soya beans,403.0,593.05,1471.9
2019,C�te d'Ivoire,String beans,1488.0,4755.03,3195.5
2019,C�te d'Ivoire,Sugar cane,26417.0,2100000.0,79493.8
2019,C�te d'Ivoire,Sweet potatoes,31896.0,57238.0,1794.5
2019,C�te d'Ivoire,Taro,77103.0,87857.0,1139.5
2019,C�te d'Ivoire,Tomatoes,4380.0,45400.0,10364.4
2019,C�te d'Ivoire,Unmanufactured tobacco,16177.0,8288.43,512.4
2019,C�te d'Ivoire,Yams,1339623.0,7450467.0,5561.6
2019,Democratic People's Republic of Korea,Apples,69912.0,786964.64,11256.6
2019,Democratic People's Republic of Korea,Barley,47689.0,55900.0,1172.2
2019,Democratic People's Republic of Korea,"Beans, dry",373055.0,326832.12,876.1
2019,Democratic People's Republic of Korea,Cabbages,29839.0,709371.73,23772.9
2019,Democratic People's Republic of Korea,Cantaloupes and other melons,7919.0,86352.78,10905.0
2019,Democratic People's Republic of Korea,"Chestnuts, in shell",5392.0,12654.22,2346.9
2019,Democratic People's Republic of Korea,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",24302.0,49555.63,2039.2
2019,Democratic People's Republic of Korea,Cucumbers and gherkins,6382.0,67079.94,10511.0
2019,Democratic People's Republic of Korea,Eggplants (aubergines),5600.0,49018.8,8753.0
2019,Democratic People's Republic of Korea,Green garlic,7398.0,79455.46,10740.8
2019,Democratic People's Republic of Korea,Hop cones,4783.0,2020.86,422.5
2019,Democratic People's Republic of Korea,Maize (corn),553820.0,2566571.3,4634.3
2019,Democratic People's Republic of Korea,Millet,72296.0,76954.88,1064.4
2019,Democratic People's Republic of Korea,Oats,10926.0,14114.38,1291.8
2019,Democratic People's Republic of Korea,"Onions and shallots, dry (excluding dehydrated)",9034.0,86023.01,9522.5
2019,Democratic People's Republic of Korea,"Onions and shallots, green",7311.0,88917.01,12162.8
2019,Democratic People's Republic of Korea,"Other fruits, n.e.c.",118710.0,561231.27,4727.8
2019,Democratic People's Republic of Korea,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",12254.0,17362.15,1416.9
2019,Democratic People's Republic of Korea,"Other vegetables, fresh n.e.c.",165059.0,2026858.74,12279.6
2019,Democratic People's Republic of Korea,Peaches and nectarines,24381.0,121656.6,4989.9
2019,Democratic People's Republic of Korea,Pears,14070.0,148987.76,10589.2
2019,Democratic People's Republic of Korea,Potatoes,147129.0,684586.8,4653.0
2019,Democratic People's Republic of Korea,"Pumpkins, squash and gourds",7806.0,72507.39,9288.6
2019,Democratic People's Republic of Korea,Rice,465839.0,2803713.3,6018.6
2019,Democratic People's Republic of Korea,Rye,53301.0,65313.88,1225.4
2019,Democratic People's Republic of Korea,"Seed cotton, unginned",18745.0,36728.34,1959.4
2019,Democratic People's Republic of Korea,Sorghum,27204.0,37007.29,1360.3
2019,Democratic People's Republic of Korea,Soya beans,154869.0,263919.5,1704.1
2019,Democratic People's Republic of Korea,Sweet potatoes,41674.0,566379.17,13590.7
2019,Democratic People's Republic of Korea,Tomatoes,8508.0,66422.26,7807.1
2019,Democratic People's Republic of Korea,"True hemp, raw or retted",21604.0,15141.87,700.9
2019,Democratic People's Republic of Korea,Unmanufactured tobacco,57955.0,86234.05,1487.9
2019,Democratic People's Republic of Korea,Watermelons,6104.0,92776.56,15198.6
2019,Democratic People's Republic of Korea,Wheat,71345.0,87500.0,1226.4
2019,Democratic Republic of the Congo,Avocados,9347.0,62166.81,6651.3
2019,Democratic Republic of the Congo,"Bambara beans, dry",35673.0,13587.0,380.9
2019,Democratic Republic of the Congo,Bananas,214155.0,804591.0,3757.1
2019,Democratic Republic of the Congo,Barley,1448.0,985.32,680.6
2019,Democratic Republic of the Congo,"Beans, dry",478693.0,260041.0,543.2
2019,Democratic Republic of the Congo,Cabbages,1231.0,21212.53,17228.4
2019,Democratic Republic of the Congo,Carrots and turnips,45.0,398.9,8801.6
2019,Democratic Republic of the Congo,"Cassava, fresh",4916079.0,40050112.0,8146.8
2019,Democratic Republic of the Congo,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",10378.0,35809.52,3450.4
2019,Democratic Republic of the Congo,Cocoa beans,40905.0,22058.0,539.2
2019,Democratic Republic of the Congo,"Coffee, green",134006.0,52940.0,395.1
2019,Democratic Republic of the Congo,"Cow peas, dry",173628.0,75975.0,437.6
2019,Democratic Republic of the Congo,Cucumbers and gherkins,91.0,373.91,4130.7
2019,Democratic Republic of the Congo,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",124597.0,908857.07,7294.4
2019,Democratic Republic of the Congo,"Groundnuts, excluding shelled",510000.0,455356.0,892.9
2019,Democratic Republic of the Congo,"Kenaf, and other textile bast fibres, raw or retted",9695.0,7807.22,805.3
2019,Democratic Republic of the Congo,Lemons and limes,460.0,6910.27,15025.9
2019,Democratic Republic of the Congo,Lettuce and chicory,356.0,14839.72,41629.9
2019,Democratic Republic of the Congo,Maize (corn),2777665.0,2138962.0,770.1
2019,Democratic Republic of the Congo,"Mangoes, guavas and mangosteens",17777.0,298209.82,16774.6
2019,Democratic Republic of the Congo,Melonseed,99421.0,61751.34,621.1
2019,Democratic Republic of the Congo,Millet,59107.0,39564.0,669.4
2019,Democratic Republic of the Congo,Natural rubber in primary forms,66670.0,15073.0,226.1
2019,Democratic Republic of the Congo,Oil palm fruit,306901.0,2020000.0,6581.9
2019,Democratic Republic of the Congo,"Onions and shallots, dry (excluding dehydrated)",10604.0,56001.63,5281.2
2019,Democratic Republic of the Congo,Oranges,10646.0,164090.73,15413.2
2019,Democratic Republic of the Congo,"Other beans, green",1052.0,4556.79,4331.7
2019,Democratic Republic of the Congo,"Other fruits, n.e.c.",11245.0,88098.72,7834.8
2019,Democratic Republic of the Congo,"Other oil seeds, n.e.c.",50000.0,51497.4,1029.9
2019,Democratic Republic of the Congo,Other pulses n.e.c.,27274.0,10741.0,393.8
2019,Democratic Republic of the Congo,"Other stimulant, spice and aromatic crops, n.e.c.",5500.0,4025.44,731.9
2019,Democratic Republic of the Congo,"Other vegetables, fresh n.e.c.",69523.0,422876.79,6082.5
2019,Democratic Republic of the Congo,Papayas,12288.0,208314.86,16952.3
2019,Democratic Republic of the Congo,"Peas, dry",3547.0,1437.0,405.2
2019,Democratic Republic of the Congo,"Pigeon peas, dry",10413.0,6510.0,625.2
2019,Democratic Republic of the Congo,Pineapples,7636.0,187113.35,24503.3
2019,Democratic Republic of the Congo,Plantains and cooking bananas,1080843.0,4856474.0,4493.2
2019,Democratic Republic of the Congo,Pomelos and grapefruits,615.0,9240.05,15017.5
2019,Democratic Republic of the Congo,Potatoes,22589.0,102932.0,4556.8
2019,Democratic Republic of the Congo,"Pumpkins, squash and gourds",2907.0,30943.41,10643.4
2019,Democratic Republic of the Congo,Rice,1418318.0,1378846.0,972.2
2019,Democratic Republic of the Congo,"Seed cotton, unginned",70455.0,29784.51,422.7
2019,Democratic Republic of the Congo,Sesame seed,10626.0,4562.79,429.4
2019,Democratic Republic of the Congo,Sorghum,12138.0,8105.0,667.7
2019,Democratic Republic of the Congo,Soya beans,48000.0,25044.0,521.8
2019,Democratic Republic of the Congo,Sugar cane,54674.0,2351848.19,43015.8
2019,Democratic Republic of the Congo,Sweet potatoes,107986.0,542686.0,5025.5
2019,Democratic Republic of the Congo,Taro,18937.0,69358.76,3662.6
2019,Democratic Republic of the Congo,Tea leaves,37946.0,4427.0,116.7
2019,Democratic Republic of the Congo,Tomatoes,6548.0,50184.82,7664.1
2019,Democratic Republic of the Congo,Unmanufactured tobacco,7854.0,3565.44,454.0
2019,Democratic Republic of the Congo,Wheat,8443.0,10042.21,1189.4
2019,Democratic Republic of the Congo,Yams,24455.0,112168.0,4586.7
2019,Denmark,Apples,1390.0,25210.0,18136.7
2019,Denmark,Asparagus,230.0,350.0,1521.7
2019,Denmark,Barley,583200.0,3624560.0,6215.0
2019,Denmark,Blueberries,80.0,130.0,1625.0
2019,Denmark,"Broad beans and horse beans, dry",17000.0,63550.0,3738.2
2019,Denmark,Cabbages,1150.0,37920.0,32973.9
2019,Denmark,Carrots and turnips,2250.0,105020.0,46675.6
2019,Denmark,Cauliflowers and broccoli,890.0,6610.0,7427.0
2019,Denmark,Cherries,150.0,1060.0,7066.7
2019,Denmark,Cucumbers and gherkins,60.0,16520.0,275333.3
2019,Denmark,Currants,510.0,1580.0,3098.0
2019,Denmark,Leeks and other alliaceous vegetables,560.0,5960.0,10642.9
2019,Denmark,Lettuce and chicory,670.0,23520.0,35104.5
2019,Denmark,Maize (corn),5400.0,40820.0,7559.3
2019,Denmark,Mixed grain,7160.0,28470.0,3976.3
2019,Denmark,Oats,49290.0,247280.0,5016.8
2019,Denmark,"Onions and shallots, dry (excluding dehydrated)",1330.0,42260.0,31774.4
2019,Denmark,Other berries and fruits of the genus vaccinium n.e.c.,150.0,410.0,2733.3
2019,Denmark,Pears,300.0,4740.0,15800.0
2019,Denmark,"Peas, dry",5200.0,21250.0,4086.5
2019,Denmark,"Peas, green",3340.0,7810.0,2338.3
2019,Denmark,Plums and sloes,80.0,450.0,5625.0
2019,Denmark,Potatoes,56700.0,2408700.0,42481.5
2019,Denmark,"Pumpkins, squash and gourds",50.0,1070.0,21400.0
2019,Denmark,Rape or colza seed,165500.0,729000.0,4404.8
2019,Denmark,Raspberries,20.0,180.0,9000.0
2019,Denmark,Rye,146600.0,883510.0,6026.7
2019,Denmark,Sour cherries,380.0,2590.0,6815.8
2019,Denmark,Spinach,370.0,1830.0,4945.9
2019,Denmark,Strawberries,1110.0,6310.0,5684.7
2019,Denmark,Sugar beet,29000.0,2339900.0,80686.2
2019,Denmark,Tomatoes,30.0,11760.0,392000.0
2019,Denmark,Triticale,8600.0,51100.0,5941.9
2019,Denmark,Wheat,573400.0,4642090.0,8095.7
2019,Djibouti,"Beans, dry",44937.0,14000.0,311.5
2019,Djibouti,Cabbages,1.0,7.9,7895.2
2019,Djibouti,Cantaloupes and other melons,8.0,180.34,24044.9
2019,Djibouti,Carrots and turnips,0.0,14.91,51398.2
2019,Djibouti,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",296.0,547.68,1851.9
2019,Djibouti,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2.0,14.66,6106.3
2019,Djibouti,Cucumbers and gherkins,1.0,7.04,8805.0
2019,Djibouti,Dates,50.0,128.35,2566.9
2019,Djibouti,Eggplants (aubergines),2.0,57.88,26307.2
2019,Djibouti,Lemons and limes,500.0,2744.57,5489.1
2019,Djibouti,Lettuce and chicory,1.0,0.53,525.9
2019,Djibouti,Maize (corn),8.0,16.77,2002.6
2019,Djibouti,"Mangoes, guavas and mangosteens",110.0,588.83,5353.0
2019,Djibouti,Okra,4.0,28.49,7497.1
2019,Djibouti,"Onions and shallots, green",8.0,176.96,22119.7
2019,Djibouti,Oranges,1.0,4.76,7936.2
2019,Djibouti,"Other tropical fruits, n.e.c.",150.0,1120.54,7470.3
2019,Djibouti,"Other vegetables, fresh n.e.c.",5054.0,34093.03,6745.2
2019,Djibouti,Pears,1.0,3.0,6001.4
2019,Djibouti,"Pumpkins, squash and gourds",1.0,16.52,21742.5
2019,Djibouti,Sugar cane,1.0,56.41,40292.3
2019,Djibouti,"Tangerines, mandarins, clementines",1.0,2.37,3384.7
2019,Djibouti,Tomatoes,300.0,1527.86,5092.9
2019,Djibouti,Watermelons,3.0,71.0,23668.1
2019,Dominica,Avocados,209.0,1036.07,4963.9
2019,Dominica,Bananas,780.0,11486.3,14733.5
2019,Dominica,"Beans, dry",81.0,82.01,1017.5
2019,Dominica,Cabbages,47.0,466.08,9989.1
2019,Dominica,Carrots and turnips,57.0,563.51,9955.6
2019,Dominica,"Cassava, fresh",8.0,80.35,9887.6
2019,Dominica,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",93.0,712.21,7698.1
2019,Dominica,"Cinnamon and cinnamon-tree flowers, raw",47.0,33.33,703.2
2019,Dominica,Cocoa beans,10646.0,1000.0,93.9
2019,Dominica,"Coconuts, in shell",2901.0,8400.0,2895.1
2019,Dominica,"Coffee, green",398.0,353.64,888.7
2019,Dominica,Cucumbers and gherkins,341.0,2245.75,6582.5
2019,Dominica,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",384.0,4605.27,11996.0
2019,Dominica,Eggplants (aubergines),99.0,492.23,4989.9
2019,Dominica,"Ginger, raw",62.0,160.93,2616.1
2019,Dominica,Lemons and limes,284.0,1757.93,6199.4
2019,Dominica,Lettuce and chicory,12.0,117.2,10003.3
2019,Dominica,Maize (corn),118.0,191.38,1622.0
2019,Dominica,"Mangoes, guavas and mangosteens",2331.0,2055.62,882.0
2019,Dominica,"Nutmeg, mace, cardamoms, raw",1.0,2.42,2002.6
2019,Dominica,Oranges,752.0,4882.91,6489.4
2019,Dominica,"Other fruits, n.e.c.",140.0,960.01,6859.4
2019,Dominica,Other pulses n.e.c.,164.0,119.88,729.7
2019,Dominica,"Other stimulant, spice and aromatic crops, n.e.c.",245.0,126.22,515.9
2019,Dominica,"Other tropical fruits, n.e.c.",78.0,1079.66,13773.5
2019,Dominica,"Other vegetables, fresh n.e.c.",341.0,2435.02,7143.3
2019,Dominica,Papayas,6.0,89.09,16038.7
2019,Dominica,Pineapples,113.0,2316.51,20464.4
2019,Dominica,Plantains and cooking bananas,730.0,8682.92,11890.6
2019,Dominica,Pomelos and grapefruits,3098.0,19937.57,6435.7
2019,Dominica,Potatoes,10.0,147.98,14666.9
2019,Dominica,"Pumpkins, squash and gourds",180.0,1801.27,10009.4
2019,Dominica,Sugar cane,250.0,4869.08,19466.8
2019,Dominica,Sweet potatoes,393.0,2313.13,5879.4
2019,Dominica,"Tangerines, mandarins, clementines",1.0,15.45,15296.1
2019,Dominica,Taro,2054.0,22545.98,10976.5
2019,Dominica,Tomatoes,35.0,424.51,12221.2
2019,Dominica,Watermelons,21.0,274.11,12997.4
2019,Dominica,Yams,949.0,14185.02,14950.8
2019,Dominica,Yautia,959.0,5364.11,5591.7
2019,Dominican Republic,Avocados,42571.0,665652.11,15636.1
2019,Dominican Republic,Bananas,28861.0,1209268.37,41900.3
2019,Dominican Republic,"Beans, dry",41745.0,42018.73,1006.6
2019,Dominican Republic,"Broad beans and horse beans, dry",9580.0,12800.0,1336.1
2019,Dominican Republic,Cabbages,870.0,43520.28,49995.1
2019,Dominican Republic,Cantaloupes and other melons,1530.0,44037.0,28782.4
2019,Dominican Republic,Carrots and turnips,2042.0,48966.43,23979.5
2019,Dominican Republic,"Cashew nuts, in shell",9607.0,662.8,69.0
2019,Dominican Republic,"Cassava, fresh",23200.0,175583.05,7568.2
2019,Dominican Republic,"Chick peas, dry",3.0,3.35,1114.9
2019,Dominican Republic,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",8688.0,47039.36,5414.5
2019,Dominican Republic,Cocoa beans,150943.0,76112.56,504.2
2019,Dominican Republic,"Coconuts, in shell",50545.0,421559.47,8340.3
2019,Dominican Republic,"Coffee, green",80118.0,13873.31,173.2
2019,Dominican Republic,Cucumbers and gherkins,926.0,16624.74,17949.9
2019,Dominican Republic,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",139.0,899.0,6467.6
2019,Dominican Republic,Eggplants (aubergines),4282.0,27821.06,6496.5
2019,Dominican Republic,"Ginger, raw",48.0,196.1,4059.2
2019,Dominican Republic,Green garlic,338.0,1951.37,5774.6
2019,Dominican Republic,"Groundnuts, excluding shelled",5260.0,7394.27,1405.8
2019,Dominican Republic,Lemons and limes,27726.0,37785.27,1362.8
2019,Dominican Republic,Lettuce and chicory,1554.0,6264.68,4030.6
2019,Dominican Republic,Maize (corn),29267.0,49840.33,1703.0
2019,Dominican Republic,"Mangoes, guavas and mangosteens",3583.0,44182.8,12329.9
2019,Dominican Republic,Natural rubber in primary forms,48.0,57.62,1194.0
2019,Dominican Republic,Oil palm fruit,20000.0,278114.94,13905.7
2019,Dominican Republic,"Onions and shallots, dry (excluding dehydrated)",5069.0,68425.84,13497.6
2019,Dominican Republic,Oranges,23909.0,134459.77,5623.8
2019,Dominican Republic,"Other fruits, n.e.c.",4995.0,23779.0,4760.6
2019,Dominican Republic,Other pulses n.e.c.,727.0,8084.96,11126.1
2019,Dominican Republic,"Other stimulant, spice and aromatic crops, n.e.c.",1107.0,678.73,613.1
2019,Dominican Republic,"Other tropical fruits, n.e.c.",5995.0,167538.0,27946.3
2019,Dominican Republic,"Other vegetables, fresh n.e.c.",18599.0,314116.11,16889.2
2019,Dominican Republic,Papayas,11582.0,1176452.87,101575.3
2019,Dominican Republic,"Peas, dry",463.0,426.01,919.7
2019,Dominican Republic,"Pigeon peas, dry",23307.0,25506.35,1094.4
2019,Dominican Republic,Pineapples,8751.0,461024.68,52681.0
2019,Dominican Republic,Plantains and cooking bananas,48977.0,1027490.74,20978.9
2019,Dominican Republic,Pomelos and grapefruits,1061.0,6329.31,5967.2
2019,Dominican Republic,Potatoes,3503.0,94055.84,26852.1
2019,Dominican Republic,"Pumpkins, squash and gourds",8713.0,41243.88,4733.4
2019,Dominican Republic,Rice,178727.0,919464.0,5144.5
2019,Dominican Republic,"Sisal, raw",174.0,34.04,195.9
2019,Dominican Republic,Sorghum,497.0,698.95,1407.5
2019,Dominican Republic,Sugar cane,123643.0,4895891.0,39597.1
2019,Dominican Republic,Sweet potatoes,6914.0,54854.85,7933.5
2019,Dominican Republic,Tomatoes,6886.0,261604.48,37990.9
2019,Dominican Republic,Unmanufactured tobacco,5092.0,5515.65,1083.3
2019,Dominican Republic,Watermelons,1008.0,425172.0,421797.6
2019,Dominican Republic,Yams,4924.0,32338.26,6568.0
2019,Dominican Republic,Yautia,4534.0,30357.82,6695.3
2019,Ecuador,"Abaca, manila hemp, raw",29563.0,38623.29,1306.5
2019,Ecuador,"Agave fibres, raw, n.e.c.",3372.0,4580.67,1358.4
2019,Ecuador,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",27.0,10.91,399.2
2019,Ecuador,Apples,1368.0,7274.21,5318.9
2019,Ecuador,Apricots,70.0,359.56,5112.7
2019,Ecuador,Asparagus,537.0,1606.86,2990.3
2019,Ecuador,Avocados,4415.0,26407.86,5981.1
2019,Ecuador,Bananas,183347.0,6583477.0,35907.2
2019,Ecuador,Barley,9198.0,13449.58,1462.2
2019,Ecuador,"Beans, dry",24006.0,14743.47,614.2
2019,Ecuador,"Broad beans and horse beans, dry",2425.0,1661.25,685.1
2019,Ecuador,"Broad beans and horse beans, green",7029.0,23422.49,3332.2
2019,Ecuador,Cabbages,2029.0,12251.19,6037.2
2019,Ecuador,Cantaloupes and other melons,1594.0,16936.18,10626.3
2019,Ecuador,Carrots and turnips,6994.0,43573.2,6229.7
2019,Ecuador,"Cassava, fresh",13601.0,69863.16,5136.6
2019,Ecuador,Castor oil seeds,1876.0,3000.0,1599.1
2019,Ecuador,Cauliflowers and broccoli,9919.0,169724.75,17111.1
2019,Ecuador,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2251.0,8223.47,3653.3
2019,Ecuador,Cocoa beans,525435.0,283679.55,539.9
2019,Ecuador,"Coconuts, in shell",2635.0,15000.0,5692.2
2019,Ecuador,"Coffee, green",36047.0,8140.98,225.8
2019,Ecuador,Cucumbers and gherkins,591.0,4895.16,8285.3
2019,Ecuador,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",10733.0,26739.59,2491.5
2019,Ecuador,Figs,31.0,36.13,1169.6
2019,Ecuador,Grapes,79.0,555.0,7009.7
2019,Ecuador,Green garlic,838.0,1284.67,1532.5
2019,Ecuador,"Groundnuts, excluding shelled",7822.0,11170.0,1428.0
2019,Ecuador,Lemons and limes,4721.0,19671.98,4166.9
2019,Ecuador,"Lentils, dry",3711.0,2780.05,749.1
2019,Ecuador,Lettuce and chicory,2281.0,16748.02,7343.8
2019,Ecuador,Linseed,172.0,57.23,332.6
2019,Ecuador,Lupins,3562.0,1387.71,389.6
2019,Ecuador,Maize (corn),322846.0,1479769.89,4583.5
2019,Ecuador,"Mangoes, guavas and mangosteens",15981.0,105584.83,6606.9
2019,Ecuador,Natural rubber in primary forms,13083.0,19375.5,1481.0
2019,Ecuador,Oats,1158.0,874.26,754.8
2019,Ecuador,Oil palm fruit,200908.0,2275948.06,11328.3
2019,Ecuador,"Onions and shallots, dry (excluding dehydrated)",7544.0,42454.84,5627.3
2019,Ecuador,"Onions and shallots, green",11334.0,97970.47,8644.1
2019,Ecuador,Oranges,18444.0,133688.25,7248.5
2019,Ecuador,"Other beans, green",7018.0,12748.16,1816.6
2019,Ecuador,Other berries and fruits of the genus vaccinium n.e.c.,3473.0,6310.95,1817.0
2019,Ecuador,"Other citrus fruit, n.e.c.",7770.0,18687.87,2405.2
2019,Ecuador,"Other fruits, n.e.c.",21256.0,230709.42,10853.7
2019,Ecuador,"Other stimulant, spice and aromatic crops, n.e.c.",918.0,852.94,929.4
2019,Ecuador,"Other tropical fruits, n.e.c.",4340.0,28728.73,6619.5
